Id,Reputation
7382016,3
8355016,6
2165443,6
5329500,6
9480593,6
9491818,6
9480729,6
7419518,6
8772560,6
9351166,6
9483060,6
9453795,6
9488482,6
2406233,6
9479964,6
7086570,6
4193680,6
8341176,6
9412865,6
9313976,6
9392882,6
9488021,6
9472638,6
9478098,6
9475865,6
4428092,6
9430150,6
9472797,6
9477003,6
9460693,6
8632028,8
9483358,8
9081401,8
9291349,8
9459188,8
9487735,8
9366066,8
7562911,8
6432134,8
9452195,8
2123249,8
9488749,8
9476034,8
8246163,8
9253054,11
6266517,11
5737011,11
7172023,11
9142779,11
9481944,11
4010886,11
8735869,11
4593500,11
7768692,11
8085996,11
7110415,11
4851342,11
6844851,11
7842152,13
8007661,13
8096897,13
9342178,13
6381046,13
6887279,13
9011041,16
8950841,16
5640578,16
8258334,16
9472465,16
9484528,16
3870325,16
9090883,16
5295372,16
9150095,16
8603426,16
7099885,16
1723915,18
7116503,18
8440637,21
4957742,21
5938584,21
4416536,21
9362561,21
4110961,26
3558722,26
1697015,26
6517511,31
1922274,31
6434520,31
4035426,356
8699796,15
6068,97412
420123,8119
8795096,174
298875,1331
7713750,1748
2404117,1291
50552,181969
427129,2127
6429730,46
225186,4284
7679812,20
2508665,3677
8818735,146
102315,895
3792628,128
6488157,56
2596892,28
3946410,153
2461102,131
379906,1236
6393617,2
57626,1678
138078,6497
162699,10615
6443951,427
8910977,20
5062348,12
7677894,90
4021611,712
3862378,3403
45580,926
5238927,220
8703782,69
42100,210
2411634,123
8771758,37
5165294,107
8815698,42
7572463,51
7623399,49
2322791,338
4058737,524
378731,389
464188,4722
7564979,121
2454356,2563
8877287,32
7599,1373
7638174,856
1217778,328
266960,87
731858,182
2793228,2107
9141338,39
2269394,68
3842785,30
4044009,575
7306713,109
7384740,569
4986593,112
2750966,987
6599478,541
9188790,27
5449509,407
9224312,321
6617454,245
9055031,124
6599590,3617
6586992,144
903651,5932
9211617,19
1156311,41
1303116,5752
1305398,1459
8170983,226
559993,713
7827904,49
767102,123
9196576,58
1187968,758
7933418,49
2858147,97
1003919,422
9406784,50
3199861,341
6917318,991
6939854,258
1560086,524
5766672,244
9271891,9
6495761,93
725455,135
7836599,15
9168985,14
6733153,475
2818631,601
5548896,1076
4412223,187
8083009,29
4298924,110
1172541,4200
8127297,41
5280885,121
8286358,59
1072825,1241
1159444,99
4588302,1140
7008063,842
7793817,87
6676139,57
1279209,622
1376843,60
9320599,172
616076,1052
4243433,257
5737439,81
7070380,74
4671754,3130
9115354,19
833811,621
6661813,34
2806163,1130
6771718,85
1000346,237
1303170,3703
999617,3251
6763640,901
7870874,1106
579689,7073
526029,516
1282022,344
5274487,34
5311317,1674
2749476,94
688791,1197
2891327,11179
9368086,62
785241,6759
5292659,87
2808510,1315
3102952,611
3486966,100
8113984,51
2791425,60
6631314,338
4581384,748
3527063,124
1136303,91
8133578,35
9439356,19
3331159,46
8461786,248
7127000,900
8125180,19
7087895,36
7851474,277
765516,105
9211807,24
9314680,307
8211360,110
9447764,20
8333325,101
7032678,37
5808721,114
5629502,178
4432176,686
7044457,220
5852277,67
7455391,84
4924272,690
4992721,305
5935647,432
6223493,17
9410274,50
1622622,110
5394432,99
5427536,51
1174024,2487
2736919,3169
8952023,529
823282,2450
5540863,443
667903,312
9372533,75
1745758,66
1771679,801
7150272,119
6034824,314
9422222,15
3311631,336
1532548,2981
1847021,120
7241513,1013
7285313,41
8718828,41
4743002,132
6239914,58
1502289,756
5694642,180
4495602,42
3394884,1340
8381385,181
4422411,20
1449436,1346
9479099,32
8490993,560
5982482,46
4497662,1368
9381570,129
3334375,851
4583327,35
1469457,3479
1496518,1423
1478230,84
7224430,159
4908551,303
6909464,22
3357352,403
4652365,53
3561568,181
5886313,10
3370373,103
6012939,808
6023771,354
7419240,22
6208989,275
7453606,84
4743630,272
9199384,138
9321880,43
6681172,62
6731596,39
1157401,524
5546479,425
3170186,96
9376073,28
9326543,61
6927454,377
5905425,1695
7462344,48
5608517,44
3421656,39
7145834,42
3203937,40
8549339,93
2129663,1025
4770754,681
3457761,2239
7109162,3038
9476444,137
4834108,333
4925134,2502
9469315,4
7667848,10
8531641,4
9181260,15
9337404,10
6585120,5
2756359,33
9479551,4
4798881,22
8899342,14
9021466,5
9132070,20
9009705,33
5457377,15
7255606,113
3857054,7
8755035,5
5036451,33
2561325,15
7671056,14
6390726,15
8516765,4
7248987,10
9471523,10
6308057,15
4261490,19
8146784,36
7624973,22
8948483,14
9480116,20
1935076,55
8601345,37
9426432,38
9471428,9
3867261,29
3791179,78
7649990,38
2463130,38
4392501,47
9275241,39
8515823,14
7644645,27
3903019,48
1267694,58
7906806,5
7795111,51
3027440,33
5530975,70
4633524,43
2196040,133
5930381,61
7662708,30
9273765,47
7416037,20
9432123,50
7181721,10
1486057,35
6689620,12
4796254,59
7094910,12
6121631,9
3787739,12
9175856,25
6040245,131
3666585,84
7486086,58
4809581,1
9360369,1
9470293,1
9284170,1
9481018,1
9472665,1
9476354,1
9493642,1
8319310,1
9490754,1
9385146,1
5368267,1
5566394,1
9348946,1
8108834,1
6801407,1
8547535,1
9470132,1
9437238,1
9463676,1
9405570,1
8647458,1
9444177,1
9486904,1
6349078,1
6304997,1
8801797,1
8752743,1
6546460,1
7897672,1
8074262,1
9466066,1
9487316,1
5918208,1
3446699,1
9474733,1
9473491,1
9481927,1
4911980,1
4457559,1
8043850,1
9483102,1
9486834,1
9226290,1
9493464,1
9479373,1
9450112,1
8970174,1
9097640,1
9477278,1
5463132,1
8821250,1
9092618,1
9485331,1
9485305,1
7910952,3
9084315,3
9176875,3
9478021,3
9492284,3
6064492,3
3767287,3
9473107,3
9485968,3
9470268,3
6470290,3
9480376,3
8855831,3
9419848,3
8659507,3
4155500,3
9091129,3
9444768,3
4544253,6
9491381,6
9494324,6
9472829,6
9450009,6
9461015,6
7137734,6
9483418,6
9479250,6
9477600,6
9487338,6
9474464,6
9489722,6
9481035,6
9363009,6
9480626,6
9470468,6
4448999,6
7064007,6
9378780,6
6867645,6
5334305,6
9475311,6
9465511,6
9470281,6
9342762,6
9485004,6
9475050,6
9178558,6
9471919,6
7434907,6
9477203,6
9470212,8
9449525,8
7427878,8
4004369,8
9020595,8
9476823,8
9464626,8
5832434,8
9476917,8
8097128,8
6032272,8
1124255,8
9487641,11
5391360,11
8466588,11
9056164,11
9477388,11
9202146,11
2257064,11
5773962,11
9479398,11
9328120,11
2171377,11
9489877,11
7679749,13
7656023,13
5725581,13
3895935,13
6896015,13
7177417,13
9449592,13
5697131,13
9065506,16
6648022,16
8081318,16
9488881,16
2269095,16
8250620,16
666629,16
8432358,18
9318925,18
9444310,18
7334017,18
294290,18
2625615,18
8926669,18
9477402,18
9477577,18
4218207,21
9480436,21
8040156,21
7496381,26
9470831,26
5261181,26
4900433,26
2820782,31
88054,7536
8761016,10
8872430,54
2586901,15
7747472,207
2571734,96
2687153,73
3764965,6878
312251,2028
7602822,66
4059017,438
168179,10068
434537,738
439627,1187
5162426,835
3781199,2108
7692724,51
5150135,171
379888,6177
292440,764
2639476,1095
390508,3182
38940,10240
7674438,307
362754,1988
2429678,628
2722667,2063
365929,3262
220180,19543
396681,7848
264052,18704
2495867,27
3888352,303
7777699,125
3814557,164
6312655,58
7681784,199
3783510,541
8704593,36
8803178,276
193567,661
437149,3870
369313,2239
6460122,332
2670178,89
279174,600
118228,14564
6458158,133
2422905,318
6482022,631
202859,1058
315541,642
482677,389
6461882,52
139698,5289
2473158,294
8851581,90
7780481,115
6779252,385
6779694,41
27894,155
7672014,876
1469683,576
9475800,10
4667256,323
5273049,222
779856,177
9205802,81
144088,13293
8980183,35
3126973,689
819153,1385
4210341,163
3066272,160
4145294,122
1034082,3059
3112985,450
9403870,51
9412353,40
1185892,72
3027307,437
3043148,1560
3003927,971
9246850,117
9047382,19
4084071,71
9101876,381
4228458,15429
902013,2978
1190184,1323
719263,21415
6714426,127
7856547,55
798955,507
3446051,685
7857355,342
5328686,312
1307089,43
5255016,51
880780,188
9224067,42
963687,412
1215106,25095
8081151,12
8041133,36
599911,4465
1038007,710
5527280,91
9319868,43
5789997,152
9028098,71
8183763,94
1630253,161
8945070,52
8949476,2071
5468270,100
1008563,1475
8098236,432
2900180,575
511625,462
6635064,484
2942741,175
1142387,2542
9327479,28
903885,611
3077355,131
8201241,28
2806963,751
1061426,5785
3464212,709
6552739,201
4242086,790
7122343,473
8617124,12
6647038,384
2992183,37
705725,872
6733101,782
4483794,33
1388943,680
7251155,79
3716996,86
3739665,929
2838606,4069
878126,56589
5267490,253
4281826,371
3101980,10
9330740,43
9347405,23
1902616,398
6942862,155
1547324,154
4607841,456
1510531,3914
3461955,4959
5902264,194
6065875,344
3618446,492
3661632,199
5954738,121
8477930,344
1764442,4213
4481660,185
9445547,45
6163987,894
3585768,614
6346698,1021
5612849,123
1625078,99
3556757,926
8548937,14
9422641,55
1913371,333
3729270,118
3389900,696
4657171,60
1392104,389
5784052,643
3457177,1445
4444747,800
1467079,133
1881750,1675
3617487,73
5688247,191
8425145,175
9391394,44
1594823,1644
6262397,40
8568371,41
1638800,378
1702343,485
4786776,261
2021119,43
3695849,8193
6129122,105
6549828,17
9287751,109
665961,1850
6743114,169
3209635,50
4880184,469
2051959,145
2212378,142
2036673,464
5033823,166
2158382,1136
8264183,204
3445065,2906
5867366,117
7511145,60
2017175,213
3224856,309
3264445,83
4582072,40
5935945,70
6105853,54
3387602,192
7216259,972
4745176,65
4777122,333
2250903,145
3371056,3695
4997818,220
7229568,95
2202732,3046
2138937,69
4958332,399
6119914,42
2254951,3138
9481613,5
9479130,9
9136053,5
9130333,5
800268,32
6636972,5
3655824,14
8316946,42
8541861,12
8308768,40
7954963,14
9487336,9
4743096,23
8260596,5
4530858,45
9169868,22
9376922,4
9466216,82
4512906,30
7847903,160
8775733,9
9386293,60
4312219,9
8494773,46
3210312,60
9476271,5
6067935,225
6393060,80
6515736,29
6200076,25
7808876,19
8465163,66
6236353,32
4767483,29
8599404,53
3542837,22
9132042,24
8565550,33
9302428,36
3422413,7
6187114,93
5222322,36
7142443,20
7426990,55
7421216,2
3275686,28
178212,63
8140745,25
6543486,51
3083041,44
1678575,30
9475413,15
6130754,25
5726509,20
3709916,29
8623103,4
2491557,10
6300629,25
7610354,17
3872548,53
5262163,34
4588884,78
7821612,106
8677191,131
6007238,39
8746444,38
2411357,23
9214577,101
6761998,46
6082589,12
6705350,99
8081796,73
4895724,163
8245559,76
6346253,50
1913724,198
7983029,174
9370077,1
9449833,1
8432350,1
6358601,1
9359102,1
9481056,1
9435159,1
9479579,1
9487009,1
9484820,1
8691752,1
9473023,1
4753035,1
9470707,1
9486422,1
9477194,1
9462928,1
9472279,1
8591050,1
8811683,1
7684140,1
5457715,1
9331781,1
6512236,1
9488395,1
9145739,1
8579274,1
9491230,1
9397088,1
9476920,1
7414207,1
9486923,1
9475260,1
4291289,1
9470452,1
7508064,1
9473033,1
2461680,1
9211875,1
9491816,1
9429341,1
9483559,1
8492784,1
9473509,1
9476554,1
9473250,1
9436489,1
9473984,1
4081854,1
9377027,1
9480773,1
9447686,1
9427426,1
2349446,1
9203137,1
7307776,1
7728832,1
8979224,1
3536565,1
9476430,1
9283975,1
9474954,1
9473838,3
7103938,3
9486524,3
3487234,3
9347919,3
8792681,3
8062797,3
6907343,3
6324743,3
4426244,3
8257835,3
9395110,6
9475080,6
9237923,6
9476050,6
8098536,6
9099764,6
9203424,6
9114389,6
8457914,6
9452599,6
9481296,6
7939319,6
9476405,6
9467926,6
9473026,6
9473262,6
6415157,6
9034968,6
9368115,6
9472449,6
4073538,6
5140834,6
5988439,6
3438824,6
1297905,6
9471392,6
6819465,6
6190070,6
9486642,6
9486099,6
9448186,6
7935636,6
6760464,8
5310353,8
9413716,8
9493354,8
9432988,8
5112343,8
2993260,8
9473544,8
8284319,8
6507809,8
7275323,8
9476169,8
9488033,8
790481,8
8147452,11
3316806,11
9332231,11
2128972,11
8881862,11
7257347,11
5210064,11
8699625,13
9394872,13
9360060,13
3749344,13
4821780,13
1088751,13
8758311,16
8170320,16
9477262,16
7636194,16
6914996,16
5248449,16
6268450,18
3578826,18
7011251,18
6018032,21
3353691,21
9099412,21
9289723,26
6783206,31
7684024,116
7745736,12
4040066,42
3818841,552
5060325,390
216702,188
2396545,171
3909447,52
4026345,96
2595059,500
7561523,228
220230,1850
3836457,20
4050023,2428
8769728,143
294632,4938
2563833,5439
2715384,2372
7743255,35
33404,5822
281570,428
105589,1793
3825059,514
320681,5492
24874,171006
7566712,139
8697513,38
2586121,404
7776559,205
6435921,532
5143336,86
5064637,319
7589239,39
6421052,854
105937,3596
5230977,94
291468,123
345258,454
8901272,79
2646974,367
427106,839
3928705,1965
63898,10418
7628517,19
8718268,195
5077946,185
285364,1140
301513,1692
6335332,29
6346554,701
7654233,24
45843,8456
2632991,880
432311,1774
5217524,2361
7692273,5
4001750,90
1442204,311
5797699,516
7209206,212
758373,92
6676101,354
766141,840
9212165,17
5424566,54
1091344,182
2489467,163
475727,8191
5261730,10
841830,15383
2793002,185
1065992,750
4398133,268
4137085,30
978690,7601
2864855,69
2150279,46
517558,10469
667648,11170
855443,385
3006092,369
1262477,4392
8180069,34
1167226,1922
1272873,766
1298426,668
1365397,28
9227605,37
4550048,25
2912282,10513
502390,943
9165960,44
6780526,318
6815004,137
838494,389
915843,572
791403,630
855208,829
584239,1309
9266589,133
9037219,15
5385758,1026
9137841,356
9027357,66
6570001,114
1175065,1922
4084107,433
903397,1376
9119361,24
975624,1061
2774491,7
4171578,486
6787022,77
4281309,146
4097322,562
3378770,81
4631271,160
9115678,102
1244566,22
8282103,79
5663617,27
3312595,1077
8607299,324
8644283,139
5572331,86
9102144,331
4273549,238
9253799,33
3036449,122
513818,4781
9024698,813
1067943,3504
7876859,177
1583803,129
946789,9410
8177336,371
9010134,152
4257821,62
1083757,550
3126830,103
494659,3757
6637438,98
6686848,157
9044016,80
1294150,713
2721076,50
665557,7573
1178968,794
8173031,24
800140,68
4478810,546
5724713,47
3575982,117
4188316,119
1045780,580
1255372,4104
5548605,395
6852284,35
9120924,136
8031298,98
849331,195
1194544,176
1221084,93
3348651,167
7108481,191
679612,1707
4081647,516
9293220,10
1223975,13177
3113485,479
6797267,771
9353820,22
1334473,1028
1499296,6149
1581803,2860
4665587,547
6253651,140
776953,1021
1007486,210
9326980,27
1344261,388
9413645,23
3536376,514
504157,58
3343623,108
7055206,454
9413214,66
6225272,209
9440369,40
4494547,468
1852190,81
2218635,16329
4890121,99
898931,1522
1106736,27
1122546,347
5493721,133
9124971,90
7838657,62
6500775,247
4587900,124
3664891,29
7448841,100
1506065,1966
1710496,497
4902707,108
3287486,389
7022936,113
3882878,366
151150,1562
2401305,439
2480410,266
9471696,4
5731044,113
1766444,3039
9380692,49
4462180,78
4469946,335
1535428,1259
1761307,2785
3540481,95
3501622,269
3531228,742
7257260,14
1761555,1319
1909531,3123
9395418,50
1480185,183
7125825,126
3597614,573
3525451,179
8596297,89
4801682,92
5648619,184
1827764,942
1417223,5038
7223434,1866
7308146,57
2034320,74
7895222,108
817455,845
951745,969
9107568,73
4627355,66
5636510,645
4738177,159
8600195,115
8066170,120
1635603,308
5778122,9
4782060,377
4743327,1064
2047987,2348
6181666,469
3732095,65
1996294,2747
6202177,39
6237144,73
6182971,145
7479934,137
1817640,2906
3527390,102
7432242,43
3508551,441
3623123,252
2254402,384
4767498,11199
2050506,29
5943503,4
9485522,5
9437450,9
5134861,4
6799335,10
5176763,12
8638359,52
1211151,44
6844779,17
8075349,5
9473058,51
7906731,12
9429830,35
8128190,126
9472762,4
7112113,10
8428311,32
7501070,15
5940734,14
4077142,15
7759296,82
9218410,12
9452655,36
9468258,22
9418322,7
9407093,34
8298284,30
8817536,4
2327528,12
7185440,23
9185191,12
9193023,4
9475895,37
7313108,14
9481812,5
8276854,20
6122975,58
3772170,161
8972207,25
9471789,5
3702057,34
4618117,38
6173073,42
7479382,10
4892810,28
6115065,24
7446923,14
7796147,30
7871693,19
9335069,15
8201845,20
9472834,36
3633572,36
7378077,14
9483081,19
8674914,7
6007928,38
8778385,20
2893186,20
3679760,14
9319361,4
7436743,30
5929022,5
6325528,38
7773959,39
3888182,19
7634384,47
6624040,25
8161086,52
7251375,43
9364291,17
6587056,84
4869714,15
4863925,124
9478267,9
2669383,27
222400,66
7838639,12
6528839,22
9423784,17
9267305,32
6759208,23
1317626,65
4620099,164
6552457,20
8356316,36
9386129,43
5607532,10
9328676,36
9146682,42
5537388,82
9114183,105
9137414,20
8643351,25
8039415,37
9335092,4
6773046,118
7120215,143
9417072,33
9489525,19
6002301,5
7211532,7
8895191,58
9198359,7
7786549,22
9472493,63
9142369,121
5338875,25
9390343,14
5815718,33
7455136,4
6135889,80
2127466,44
9383874,23
7495818,27
1671051,163
9279238,1
9481275,1
7969008,1
9164822,1
9485796,1
9492229,1
7275165,1
9444816,1
9487026,1
9483149,1
9490910,1
9480873,1
9491553,1
9487732,1
8099294,1
9494261,1
9487002,1
9475539,1
9472517,1
9201683,1
8532432,1
5832254,1
9473359,1
9420566,1
9476129,1
9446544,1
9487489,1
9493761,1
9484976,1
8451327,1
6303592,1
9479457,1
9086318,1
4609703,1
9359728,1
7344362,1
8820048,1
8058532,1
9484168,1
9472620,1
5928821,1
9488272,1
5464051,1
9463475,1
9411829,1
9476811,1
7614066,1
9480012,1
9229153,1
9283216,1
4039319,3
8055789,3
8041600,3
9493341,3
9484681,3
9489318,3
9062082,3
9473516,3
9492369,3
9475336,3
9475320,3
9379132,3
9482203,3
9482564,3
8172334,3
9483362,3
2689362,3
9138766,3
7849709,3
9472552,3
7928864,3
9168704,3
9471941,3
5425828,6
1618605,6
4007801,6
9476611,6
9481562,6
9473809,6
4248711,6
9482939,6
9491512,6
6873651,6
9285969,6
7909973,6
9483526,6
3136942,6
8441456,6
9487341,6
9450832,6
3787305,6
7048055,6
9390633,6
1575830,6
9168923,6
9479583,6
8673378,6
9130902,8
4283044,8
8103096,8
9405182,8
1468940,8
9469516,8
8189066,8
9129893,8
9472275,8
6175302,8
2140623,8
9329646,8
9456854,11
9417019,11
2499551,11
9428394,11
9283913,11
9478815,11
3900107,11
8684628,11
5943768,11
9393184,11
2782172,11
9491530,11
4564821,11
5378459,11
9409363,13
8507189,13
9489868,13
1130883,13
8228423,13
8295933,13
1816668,13
8869427,13
9223892,16
9470343,16
9471433,16
9483671,16
3718568,16
7270753,16
4491889,18
9277759,18
8301290,18
9483020,18
9484357,18
9315720,18
9488397,18
3718338,18
4992487,21
9093088,21
6110879,21
5022624,21
9299165,21
205969,21
4844293,26
8669860,31
9368966,31
2297299,344
2327328,13703
398248,7713
2594596,319
7706651,52
6437725,90
287793,3919
6380212,161
423199,2074
8729180,797
385138,2063
5246885,22486
243572,117
270197,3166
8879191,19
5233594,77
285336,2607
404949,1314
194328,5007
5094439,160
487605,1634
2381381,305
2667065,2958
78967,448
166128,367
2380157,81
409563,346
2564328,131
7603419,364
3830140,420
7566436,56
322722,3331
7557079,317
2268488,245
133906,477
304974,2385
8894614,191
393010,2024
2510434,337
2539135,416
6319692,531
265521,32552
8701527,263
72793,608
7599918,56
294242,590
2474466,2785
8923137,113
4026009,495
6385808,148
4076298,859
2312637,819
159972,354
2458858,1580
450153,1188
100724,8153
137744,523
3842164,156
150967,12889
431702,239
2721433,492
247243,56404
265116,178
446835,4130
2628841,271
2651804,609
22483,18912
8767130,20
5091701,125
4080514,656
3786697,90
168382,6247
243233,8456
391227,8427
33689,3831
7571171,2011
221919,249
284199,745
416564,33821
6290990,50
258483,9941
317703,435
2670576,362
8758901,19
177988,17131
2502761,74
7661005,309
5183633,76
2733492,175
3893349,35
2335675,2670
3935325,1687
399145,4975
2313933,430
7759455,60
2335820,1167
179583,8715
2380114,1945
444225,340
2519002,1705
117700,6515
6276472,33
3840344,736
444073,459
6357453,62
479837,828
246304,167
2424334,74
6430706,96
14731,36214
5227723,546
285594,8747
476371,14216
5066776,59
238260,13929
459347,1666
2279363,1761
8901144,34
467875,3195
5434357,141
2908501,41
1191635,5266
91,111537
5154393,314
8866053,90
8919244,306
4035677,418
2718064,4453
2446208,4432
373438,1112
2530956,66
7878429,9
7948756,77
3857373,744
3014866,2839
5257399,2410
856142,1319
4283375,134
766570,14736
2824162,224
5407008,61
3027719,713
8163150,54
5578650,145
2192829,934
2773461,50
9267033,155
7885853,55
9117534,70
5344661,672
1106366,1430
9265613,78
9363883,39
1346203,2238
8139481,143
665327,488
788322,467
1204412,588
4376309,886
9288192,68
8128940,4
8193524,33
6494707,559
9236979,86
1105929,2033
3077796,43
9323603,55
604638,152
9026051,23
817643,74099
6711599,87
631277,1320
686478,7365
961631,2563
1071083,119
532208,3936
4217232,1186
8048699,46
1049893,6916
5491324,69
1314159,163
5513532,503
6826288,692
8217447,37
5599385,129
7075930,69
1695100,210
3554069,351
4705190,837
3604203,60
3620559,109
6632834,104
9201067,43
8056829,892
4364709,102
6822876,454
5478503,154
1244932,1352
802620,170
4215091,156
8063079,107
4374970,463
3125120,2543
667355,726
2784641,308
1144596,758
939213,11976
5415537,103
9246297,194
5470596,13998
1348691,830
683218,9692
3014041,1122
668338,587
6539085,49
5452365,3638
3131852,1313
8220128,232
9500435,409
6607702,84
979325,4414
5444836,1129
6795110,371
1317840,2359
1426932,399
9494541,56
5736369,130
3399066,1956
8415816,160
7837376,404
951139,2101
9158178,182
654799,2673
4181356,76
5441932,385
1326042,1342
7934919,61
1187079,880
765805,2905
5375394,333
2804362,1780
9323888,83
9359129,35
1314404,304
1705378,373
865370,196
1137341,30
8158057,107
726766,6139
744011,177
5326354,704
1009730,1095
1101888,30
3025663,1137
8945089,92
9090054,51
5581182,2330
604613,2976
828547,2744
1082349,6012
1075114,1333
4357763,58
1308401,94
8193960,87
584121,4216
9037303,27
676490,571
916138,1287
2968706,333
1270329,589
1592312,1403
4130820,686
824624,1816
840123,324
6602400,69
7984283,71
5458520,308
2905030,125
8027859,61
5522140,477
517294,2639
2756466,1021
7892199,126
5476481,1024
4403429,375
5570210,317
1087990,384
9163282,75
4289363,443
1179689,846
1318739,7045
3236925,1243
3639340,384
7898461,487
2865270,2220
4159631,23
2779330,413
880783,563
513133,1653
983173,495
4277447,76
3451324,19
1870534,106
1197131,32
9311213,130
8305657,89
4444768,2157
9443618,1501
1761521,644
1872417,754
7383111,55
9456191,82
4630376,489
4634143,1297
1791510,360
7236478,117
512225,3032
796060,185
6609896,1048
5448626,24013
8201945,52
8314386,46
3465224,39
592641,1986
4082810,43
5352399,10821
9326373,25
1430476,1078
3188761,1629
1663294,177
3622065,40
8425667,20
3421131,1054
7173164,34
1463751,497
6861864,136
6948983,87
6949829,1176
7085749,12
1866775,2663
8342189,181
1760710,396
7155095,371
3678219,85
2255491,3191
6247223,7
2179385,100
7430105,292
5026807,58
7233000,131
1562170,107
1731788,443
6158463,108
2839497,1083
5423737,35
610569,37305
9001412,58
788153,846
6786634,371
1355634,509
9189336,83
9249756,86
8119797,34
8182289,15
1479414,20566
3445926,934
1804543,680
8630358,70
1993034,1174
1394737,448
